mes,anio,mes_anio,colonia,consumo,rezago,total,consec_mes
ago,2012,ago/2012,ACHOTA,20812.6,0,20812.6,201208
ago,2012,ago/2012,BENITO JUAREZ,5079.72,0,5079.72,201208
ago,2012,ago/2012,CAPOMAL,3007.04,0,3007.04,201208
ago,2012,ago/2012,CENTRO,89810.36,0,89810.36,201208
ago,2012,ago/2012,CERRO,18352.76,0,18352.76,201208
ago,2012,ago/2012,EMILIO M. GONZALEZ,1635.6,0,1635.6,201208
ago,2012,ago/2012,GUAYABAL,0,0,0,201208
ago,2012,ago/2012,LA LADRILLERA,1269.96,0,1269.96,201208
ago,2012,ago/2012,LA REDONDA,12839.92,0,12839.92,201208
ago,2012,ago/2012,LINDAVISTA,5272.2,0,5272.2,201208
ago,2012,ago/2012,RASTRO,15443.6,0,15443.6,201208
ago,2012,ago/2012,REY NAYAR,11833.92,0,11833.92,201208
ago,2012,ago/2012,SAN ANTONIO,18842.68,0,18842.68,201208
ago,2012,ago/2012,TALPITA,19896.34,0,19896.34,201208
ago,2012,ago/2012,TIJUANITA,0,0,0,201208
ago,2012,ago/2012,TIRO AL BLANCO,3506.16,0,3506.16,201208
ago,2012,ago/2012,UNIDAD DEPORTIVA,1751.4,0,1751.4,201208
sep,2012,sep/2012,ACHOTA,1775,17401.35,19176.35,201209
sep,2012,sep/2012,BENITO JUAREZ,377,1514,1891,201209
sep,2012,sep/2012,CAPOMAL,187,43,230,201209
sep,2012,sep/2012,CENTRO,5279,15668,20947,201209
sep,2012,sep/2012,CERRO,391,2437,2828,201209
sep,2012,sep/2012,EMILIO M. GONZALEZ,0,0,0,201209
sep,2012,sep/2012,GUAYABAL,58,928,986,201209
sep,2012,sep/2012,LA LADRILLERA,232,2262,2494,201209
sep,2012,sep/2012,LA REDONDA,665,7554,8219,201209
sep,2012,sep/2012,LINDAVISTA,638,3596,4234,201209
sep,2012,sep/2012,RASTRO,1695,2029,3724,201209
sep,2012,sep/2012,REY NAYAR,476,7676.8,8152.8,201209
sep,2012,sep/2012,SAN ANTONIO,2117,16017,18134,201209
sep,2012,sep/2012,TALPITA,580,6362,6942,201209
sep,2012,sep/2012,TIJUANITA,0,0,0,201209
sep,2012,sep/2012,TIRO AL BLANCO,29,203,232,201209
sep,2012,sep/2012,UNIDAD DEPORTIVA,116,3406.4,3522.4,201209
oct,2012,oct/2012,ACHOTA,2051,25747,27798,201210
oct,2012,oct/2012,BENITO JUAREZ,87,58,145,201210
oct,2012,oct/2012,CAPOMAL,86,0,86,201210
oct,2012,oct/2012,CENTRO,2502,19801,22303,201210
oct,2012,oct/2012,CERRO,1633,9573,11206,201210
oct,2012,oct/2012,EMILIO M. GONZALEZ,58,2664,2722,201210
oct,2012,oct/2012,GUAYABAL,0,0,0,201210
oct,2012,oct/2012,LA LADRILLERA,58,2190,2248,201210
oct,2012,oct/2012,LA REDONDA,955,9486,10441,201210
oct,2012,oct/2012,LINDAVISTA,551,6853.5,7404.5,201210
oct,2012,oct/2012,RASTRO,637,6242,6879,201210
oct,2012,oct/2012,REY NAYAR,1723,11759.5,13482.5,201210
oct,2012,oct/2012,SAN ANTONIO,928,8800,9728,201210
oct,2012,oct/2012,TALPITA,999,5810,6809,201210
oct,2012,oct/2012,TIJUANITA,0,0,0,201210
oct,2012,oct/2012,TIRO AL BLANCO,725,4597,5322,201210
oct,2012,oct/2012,UNIDAD DEPORTIVA,406,2990,3396,201210
nov,2012,nov/2012,ACHOTA,1862,17209,19071,201211
nov,2012,nov/2012,BENITO JUAREZ,551,3441,3992,201211
nov,2012,nov/2012,CAPOMAL,290,1392,1682,201211
nov,2012,nov/2012,CENTRO,6061,28431,34492,201211
nov,2012,nov/2012,CERRO,1579,15433,17012,201211
nov,2012,nov/2012,EMILIO M. GONZALEZ,156,468,624,201211
nov,2012,nov/2012,GUAYABAL,58,1334,1392,201211
nov,2012,nov/2012,LA LADRILLERA,215,43,258,201211
nov,2012,nov/2012,LA REDONDA,1347,15384,16731,201211
nov,2012,nov/2012,LINDAVISTA,551,2587.8,3138.8,201211
nov,2012,nov/2012,RASTRO,579,2509,3088,201211
nov,2012,nov/2012,REY NAYAR,983,8417,9400,201211
nov,2012,nov/2012,SAN ANTONIO,1115,8746,9861,201211
nov,2012,nov/2012,TALPITA,693,6327,7020,201211
nov,2012,nov/2012,TIJUANITA,0,0,0,201211
nov,2012,nov/2012,TIRO AL BLANCO,696,2175,2871,201211
nov,2012,nov/2012,UNIDAD DEPORTIVA,551,6865.25,7416.25,201211
dic,2012,dic/2012,ACHOTA,5440,15645,21085,201212
dic,2012,dic/2012,BENITO JUAREZ,678,2958,3636,201212
dic,2012,dic/2012,CAPOMAL,406,2872,3278,201212
dic,2012,dic/2012,CENTRO,29220,45317,74537,201212
dic,2012,dic/2012,CERRO,6665,29554,36219,201212
dic,2012,dic/2012,EMILIO M. GONZALEZ,1258,264,1522,201212
dic,2012,dic/2012,GUAYABAL,0,0,0,201212
dic,2012,dic/2012,LA LADRILLERA,362,4316,4678,201212
dic,2012,dic/2012,LA REDONDA,868,7655,8523,201212
dic,2012,dic/2012,LINDAVISTA,6268,8225,14493,201212
dic,2012,dic/2012,RASTRO,683,4171,4854,201212
dic,2012,dic/2012,REY NAYAR,2844,5094,7938,201212
dic,2012,dic/2012,SAN ANTONIO,1870,5255.5,7125.5,201212
dic,2012,dic/2012,TALPITA,2536,11396.1,13932.1,201212
dic,2012,dic/2012,TIJUANITA,0,0,0,201212
dic,2012,dic/2012,TIRO AL BLANCO,2980,3069,6049,201212
dic,2012,dic/2012,UNIDAD DEPORTIVA,491,1899,2390,201212
ene,2013,ene/2013,ACHOTA,54042.8,21983.6,76026.4,201301
ene,2013,ene/2013,BENITO JUAREZ,7206.6,8003,15209.6,201301
ene,2013,ene/2013,CAPOMAL,9696.6,4376,14072.6,201301
ene,2013,ene/2013,CENTRO,143228.8,42064,185292.8,201301
ene,2013,ene/2013,CERRO,33141,21651,54792,201301
ene,2013,ene/2013,EMILIO M. GONZALEZ,3263.4,174,3437.4,201301
ene,2013,ene/2013,GUAYABAL,803,2262,3065,201301
ene,2013,ene/2013,LA LADRILLERA,1210,3703,4913,201301
ene,2013,ene/2013,LA REDONDA,17503.2,8904,26407.2,201301
ene,2013,ene/2013,LINDAVISTA,10755.8,11553,22308.8,201301
ene,2013,ene/2013,RASTRO,16162.64,7370,23532.64,201301
ene,2013,ene/2013,REY NAYAR,24696.2,17407,42103.2,201301
ene,2013,ene/2013,SAN ANTONIO,34383,18182,52565,201301
ene,2013,ene/2013,TALPITA,26287.16,20900,47187.16,201301
ene,2013,ene/2013,TIJUANITA,0,0,0,201301
ene,2013,ene/2013,TIRO AL BLANCO,6435.6,7173,13608.6,201301
ene,2013,ene/2013,UNIDAD DEPORTIVA,4599.4,2169,6768.4,201301
feb,2013,feb/2013,ACHOTA,12300,14997,27297,201302
feb,2013,feb/2013,BENITO JUAREZ,860,1820,2680,201302
feb,2013,feb/2013,CAPOMAL,1650,658,2308,201302
feb,2013,feb/2013,CENTRO,27625,19979,47604,201302
feb,2013,feb/2013,CERRO,8110,15243,23353,201302
feb,2013,feb/2013,EMILIO M. GONZALEZ,385,35,420,201302
feb,2013,feb/2013,GUAYABAL,65,123,188,201302
feb,2013,feb/2013,LA LADRILLERA,55,55,110,201302
feb,2013,feb/2013,LA REDONDA,3175,3204,6379,201302
feb,2013,feb/2013,LINDAVISTA,1275,1760,3035,201302
feb,2013,feb/2013,RASTRO,7210,2998,10208,201302
feb,2013,feb/2013,REY NAYAR,3055,1963,5018,201302
feb,2013,feb/2013,SAN ANTONIO,5155,1833,6988,201302
feb,2013,feb/2013,TALPITA,9975,12355,22330,201302
feb,2013,feb/2013,TIJUANITA,0,0,0,201302
feb,2013,feb/2013,TIRO AL BLANCO,875,6990.5,7865.5,201302
feb,2013,feb/2013,UNIDAD DEPORTIVA,310,368,678,201302
mar,2013,mar/2013,ACHOTA,3305,6736,10041,201303
mar,2013,mar/2013,BENITO JUAREZ,520,4068,4588,201303
mar,2013,mar/2013,CAPOMAL,930,1202,2132,201303
mar,2013,mar/2013,CENTRO,10015,26817,36832,201303
mar,2013,mar/2013,CERRO,3065,2263,5328,201303
mar,2013,mar/2013,EMILIO M. GONZALEZ,0,0,0,201303
mar,2013,mar/2013,GUAYABAL,0,0,0,201303
mar,2013,mar/2013,LA LADRILLERA,0,130,130,201303
mar,2013,mar/2013,LA REDONDA,1205,2346,3551,201303
mar,2013,mar/2013,LINDAVISTA,565,1653,2218,201303
mar,2013,mar/2013,RASTRO,640,518,1158,201303
mar,2013,mar/2013,REY NAYAR,3600,6948.5,10548.5,201303
mar,2013,mar/2013,SAN ANTONIO,2680,7488,10168,201303
mar,2013,mar/2013,TALPITA,3515,7118,10633,201303
mar,2013,mar/2013,TIJUANITA,0,0,0,201303
mar,2013,mar/2013,TIRO AL BLANCO,55,154,209,201303
mar,2013,mar/2013,UNIDAD DEPORTIVA,845,410,1255,201303
abr,2013,abr/2013,ACHOTA,2990,11478,14468,201304
abr,2013,abr/2013,BENITO JUAREZ,1300,7114,8414,201304
abr,2013,abr/2013,CAPOMAL,230,395,625,201304
abr,2013,abr/2013,CENTRO,11705,39671,51376,201304
abr,2013,abr/2013,CERRO,1945,9079.6,11024.6,201304
abr,2013,abr/2013,EMILIO M. GONZALEZ,315,105,420,201304
abr,2013,abr/2013,GUAYABAL,0,0,0,201304
abr,2013,abr/2013,LA LADRILLERA,1660,920,2580,201304
abr,2013,abr/2013,LA REDONDA,1965,3318,5283,201304
abr,2013,abr/2013,LINDAVISTA,1000,3380,4380,201304
abr,2013,abr/2013,RASTRO,1920,2089,4009,201304
abr,2013,abr/2013,REY NAYAR,2815,7899,10714,201304
abr,2013,abr/2013,SAN ANTONIO,3280,6058,9338,201304
abr,2013,abr/2013,TALPITA,1835,2951,4786,201304
abr,2013,abr/2013,TIJUANITA,0,0,0,201304
abr,2013,abr/2013,TIRO AL BLANCO,800,794,1594,201304
abr,2013,abr/2013,UNIDAD DEPORTIVA,420,1548,1968,201304
may,2013,may/2013,ACHOTA,1325,4037,5362,201305
may,2013,may/2013,BENITO JUAREZ,460,2980,3440,201305
may,2013,may/2013,CAPOMAL,155,1041,1196,201305
may,2013,may/2013,CENTRO,5245,17142,22387,201305
may,2013,may/2013,CERRO,1230,6204,7434,201305
may,2013,may/2013,EMILIO M. GONZALEZ,0,0,0,201305
may,2013,may/2013,GUAYABAL,0,296,296,201305
may,2013,may/2013,LA LADRILLERA,1110,3964.5,5074.5,201305
may,2013,may/2013,LA REDONDA,1195,3537,4732,201305
may,2013,may/2013,LINDAVISTA,495,3253,3748,201305
may,2013,may/2013,RASTRO,455,4143,4598,201305
may,2013,may/2013,REY NAYAR,1945,4869,6814,201305
may,2013,may/2013,SAN ANTONIO,1015,3238,4253,201305
may,2013,may/2013,TALPITA,4110,6998,11108,201305
may,2013,may/2013,TIJUANITA,0,0,0,201305
may,2013,may/2013,TIRO AL BLANCO,200,1216,1416,201305
may,2013,may/2013,UNIDAD DEPORTIVA,935,9778,10713,201305
jun,2013,jun/2013,ACHOTA,2870,10321,13191,201306
jun,2013,jun/2013,BENITO JUAREZ,305,636,941,201306
jun,2013,jun/2013,CAPOMAL,155,240,395,201306
jun,2013,jun/2013,CENTRO,4015,25584,29599,201306
jun,2013,jun/2013,CERRO,2275,19104,21379,201306
jun,2013,jun/2013,EMILIO M. GONZALEZ,65,325,390,201306
jun,2013,jun/2013,GUAYABAL,65,260,325,201306
jun,2013,jun/2013,LA LADRILLERA,200,225,425,201306
jun,2013,jun/2013,LA REDONDA,1010,5694,6704,201306
jun,2013,jun/2013,LINDAVISTA,925,4021,4946,201306
jun,2013,jun/2013,RASTRO,740,9205,9945,201306
jun,2013,jun/2013,REY NAYAR,1290,10023,11313,201306
jun,2013,jun/2013,SAN ANTONIO,485,1387,1872,201306
jun,2013,jun/2013,TALPITA,960,2980,3940,201306
jun,2013,jun/2013,TIJUANITA,0,0,0,201306
jun,2013,jun/2013,TIRO AL BLANCO,1025,2460,3485,201306
jun,2013,jun/2013,UNIDAD DEPORTIVA,545,6893,7438,201306
jul,2013,jul/2013,ACHOTA,2350,7011,9361,201307
jul,2013,jul/2013,BENITO JUAREZ,325,6973,7298,201307
jul,2013,jul/2013,CAPOMAL,230,260,490,201307
jul,2013,jul/2013,CENTRO,10910,32177,43087,201307
jul,2013,jul/2013,CERRO,2565,12248,14813,201307
jul,2013,jul/2013,EMILIO M. GONZALEZ,0,0,0,201307
jul,2013,jul/2013,GUAYABAL,0,0,0,201307
jul,2013,jul/2013,LA LADRILLERA,220,646,866,201307
jul,2013,jul/2013,LA REDONDA,565,3948,4513,201307
jul,2013,jul/2013,LINDAVISTA,230,2735,2965,201307
jul,2013,jul/2013,RASTRO,905,4576,5481,201307
jul,2013,jul/2013,REY NAYAR,1000,3410,4410,201307
jul,2013,jul/2013,SAN ANTONIO,570,2836,3406,201307
jul,2013,jul/2013,TALPITA,380,1618,1998,201307
jul,2013,jul/2013,TIJUANITA,0,350,350,201307
jul,2013,jul/2013,TIRO AL BLANCO,230,2316,2546,201307
jul,2013,jul/2013,UNIDAD DEPORTIVA,775,3508,4283,201307
ago,2013,ago/2013,ACHOTA,1790,7048,8838,201308
ago,2013,ago/2013,BENITO JUAREZ,265,735,1000,201308
ago,2013,ago/2013,CAPOMAL,100,940,1040,201308
ago,2013,ago/2013,CENTRO,1545,6024,7569,201308
ago,2013,ago/2013,CERRO,630,3181,3811,201308
ago,2013,ago/2013,EMILIO M. GONZALEZ,0,0,0,201308
ago,2013,ago/2013,GUAYABAL,0,0,0,201308
ago,2013,ago/2013,LA LADRILLERA,100,911,1011,201308
ago,2013,ago/2013,LA REDONDA,465,355,820,201308
ago,2013,ago/2013,LINDAVISTA,365,860,1225,201308
ago,2013,ago/2013,RASTRO,1070,1454,2524,201308
ago,2013,ago/2013,REY NAYAR,705,2532,3237,201308
ago,2013,ago/2013,SAN ANTONIO,425,3924,4349,201308
ago,2013,ago/2013,TALPITA,680,5040,5720,201308
ago,2013,ago/2013,TIJUANITA,0,0,0,201308
ago,2013,ago/2013,TIRO AL BLANCO,350,1348,1698,201308
ago,2013,ago/2013,UNIDAD DEPORTIVA,310,180,490,201308
sep,2013,sep/2013,ACHOTA,955,2690,3645,201309
sep,2013,sep/2013,BENITO JUAREZ,270,5208,5478,201309
sep,2013,sep/2013,CAPOMAL,255,2302,2557,201309
sep,2013,sep/2013,CENTRO,2540,5796,8336,201309
sep,2013,sep/2013,CERRO,950,2319,3269,201309
sep,2013,sep/2013,EMILIO M. GONZALEZ,0,181,181,201309
sep,2013,sep/2013,GUAYABAL,0,0,0,201309
sep,2013,sep/2013,LA LADRILLERA,100,299,399,201309
sep,2013,sep/2013,LA REDONDA,455,2397,2852,201309
sep,2013,sep/2013,LINDAVISTA,330,1495,1825,201309
sep,2013,sep/2013,RASTRO,680,1256,1936,201309
sep,2013,sep/2013,REY NAYAR,455,1822,2277,201309
sep,2013,sep/2013,SAN ANTONIO,230,5350,5580,201309
sep,2013,sep/2013,TALPITA,585,4613,5198,201309
sept,2013,sept/2013,TIJUANITA,0,663,663,201309
sep,2013,sep/2013,TIRO AL BLANCO,285,2058,2343,201309
sep,2013,sep/2013,UNIDAD DEPORTIVA,285,806,1091,201309
oct,2013,oct/2013,ACHOTA,1450,7229.15,8679.15,201310
oct,2013,oct/2013,BENITO JUAREZ,505,6264,6769,201310
oct,2013,oct/2013,CAPOMAL,160,608,768,201310
oct,2013,oct/2013,CENTRO,2340,22954,25294,201310
oct,2013,oct/2013,CERRO,1455,5377,6832,201310
oct,2013,oct/2013,EMILIO M. GONZALEZ,130,3139,3269,201310
oct,2013,oct/2013,GUAYABAL,130,325,455,201310
oct,2013,oct/2013,LA LADRILLERA,0,155,155,201310
oct,2013,oct/2013,LA REDONDA,565,1357,1922,201310
oct,2013,oct/2013,LINDAVISTA,275,1593,1868,201310
oct,2013,oct/2013,RASTRO,90,544,634,201310
oct,2013,oct/2013,REY NAYAR,290,3027,3317,201310
oct,2013,oct/2013,SAN ANTONIO,480,2519,2999,201310
oct,2013,oct/2013,TALPITA,940,8149.5,9089.5,201310
oct,2013,oct/2013,TIJUANITA,5620,7860,13480,201310
oct,2013,oct/2013,TIRO AL BLANCO,335,1084,1419,201310
oct,2013,oct/2013,UNIDAD DEPORTIVA,265,2412.5,2677.5,201310
nov,2013,nov/2013,ACHOTA,1115,7208,8323,201311
nov,2013,nov/2013,BENITO JUAREZ,505,6909,7414,201311
nov,2013,nov/2013,CAPOMAL,335,1045,1380,201311
nov,2013,nov/2013,CENTRO,2765,23839,26604,201311
nov,2013,nov/2013,CERRO,990,8577,9567,201311
nov,2013,nov/2013,EMILIO M. GONZALEZ,0,0,0,201311
nov,2013,nov/2013,GUAYABAL,0,0,0,201311
nov,2013,nov/2013,LA LADRILLERA,120,920,1040,201311
nov,2013,nov/2013,LA REDONDA,1130,8319,9449,201311
nov,2013,nov/2013,LINDAVISTA,230,5060.5,5290.5,201311
nov,2013,nov/2013,RASTRO,505,1788,2293,201311
nov,2013,nov/2013,REY NAYAR,470,9874,10344,201311
nov,2013,nov/2013,SAN ANTONIO,575,12635,13210,201311
nov,2013,nov/2013,TALPITA,475,5579,6054,201311
nov,2013,nov/2013,TIJUANITA,6880,13770,20650,201311
nov,2013,nov/2013,TIRO AL BLANCO,680,3035,3715,201311
nov,2013,nov/2013,UNIDAD DEPORTIVA,375,1801,2176,201311
dic,2013,dic/2013,ACHOTA,7565,51940,59505,201312
dic,2013,dic/2013,BENITO JUAREZ,1510,9444,10954,201312
dic,2013,dic/2013,CAPOMAL,840,13991.8,14831.8,201312
dic,2013,dic/2013,CENTRO,16390,83555.5,99945.5,201312
dic,2013,dic/2013,CERRO,6690,64449,71139,201312
dic,2013,dic/2013,EMILIO M. GONZALEZ,640,3464,4104,201312
dic,2013,dic/2013,GUAYABAL,260,4834,5094,201312
dic,2013,dic/2013,LA LADRILLERA,990,11180.5,12170.5,201312
dic,2013,dic/2013,LA REDONDA,4175,35327.5,39502.5,201312
dic,2013,dic/2013,LINDAVISTA,4555,22522,27077,201312
dic,2013,dic/2013,RASTRO,4660,27789.2,32449.2,201312
dic,2013,dic/2013,REY NAYAR,7770,47497.5,55267.5,201312
dic,2013,dic/2013,SAN ANTONIO,4210,33725.5,37935.5,201312
dic,2013,dic/2013,TALPITA,4055,36577,40632,201312
dic,2013,dic/2013,TIJUANITA,11830,24520,36350,201312
dic,2013,dic/2013,TIRO AL BLANCO,1445,21366,22811,201312
dic,2013,dic/2013,UNIDAD DEPORTIVA,2660,11286.5,13946.5,201312
ene,2014,ene/2014,ACHOTA,31435,40299,71734,201401
ene,2014,ene/2014,BENITO JUAREZ,3280,7698,10978,201401
ene,2014,ene/2014,CAPOMAL,3470,8128,11598,201401
ene,2014,ene/2014,CENTRO,107250,84759,192009,201401
ene,2014,ene/2014,CERRO,28595,41352,69947,201401
ene,2014,ene/2014,EMILIO M. GONZALEZ,3515,3969,7484,201401
ene,2014,ene/2014,GUAYABAL,1075,4587,5662,201401
ene,2014,ene/2014,LA LADRILLERA,760,2066,2826,201401
ene,2014,ene/2014,LA REDONDA,11190,17194,28384,201401
ene,2014,ene/2014,LINDAVISTA,8870,16398,25268,201401
ene,2014,ene/2014,RASTRO,11045,7729,18774,201401
ene,2014,ene/2014,REY NAYAR,10740,14017,24757,201401
ene,2014,ene/2014,SAN ANTONIO,14825,10066,24891,201401
ene,2014,ene/2014,TALPITA,17950,17377,35327,201401
ene,2014,ene/2014,TIJUANITA,27175,18652,45827,201401
ene,2014,ene/2014,TIRO AL BLANCO,4540,14521.5,19061.5,201401
ene,2014,ene/2014,UNIDAD DEPORTIVA,1415,10241,11656,201401
feb,2014,feb/2014,ACHOTA,7955,6496,14451,201402
feb,2014,feb/2014,BENITO JUAREZ,1405,1536,2941,201402
feb,2014,feb/2014,CAPOMAL,860,808,1668,201402
feb,2014,feb/2014,CENTRO,27125,23085.5,50210.5,201402
feb,2014,feb/2014,CERRO,2095,1359,3454,201402
feb,2014,feb/2014,EMILIO M. GONZALEZ,0,0,0,201402
feb,2014,feb/2014,GUAYABAL,0,0,0,201402
feb,2014,feb/2014,LA LADRILLERA,160,547,707,201402
feb,2014,feb/2014,LA REDONDA,5445,3352,8797,201402
feb,2014,feb/2014,LINDAVISTA,755,3363,4118,201402
feb,2014,feb/2014,RASTRO,4920,1366.5,6286.5,201402
feb,2014,feb/2014,REY NAYAR,3990,2260,6250,201402
feb,2014,feb/2014,SAN ANTONIO,4240,5488,9728,201402
feb,2014,feb/2014,TALPITA,10510,11399.5,21909.5,201402
feb,2014,feb/2014,TIJUANITA,7260,7480,14740,201402
feb,2014,feb/2014,TIRO AL BLANCO,1405,135,1540,201402
feb,2014,feb/2014,UNIDAD DEPORTIVA,740,310,1050,201402
mar,2014,mar/2014,ACHOTA,3400,8798,12198,201403
mar,2014,mar/2014,BENITO JUAREZ,585,1835,2420,201403
mar,2014,mar/2014,CAPOMAL,2525,1040,3565,201403
mar,2014,mar/2014,CENTRO,12755,12797.8,25552.8,201403
mar,2014,mar/2014,CERRO,1670,2500.5,4170.5,201403
mar,2014,mar/2014,EMILIO M. GONZALEZ,545,4984.5,5529.5,201403
mar,2014,mar/2014,GUAYABAL,0,0,0,201403
mar,2014,mar/2014,LA LADRILLERA,0,110,110,201403
mar,2014,mar/2014,LA REDONDA,660,1804,2464,201403
mar,2014,mar/2014,LINDAVISTA,1445,635,2080,201403
mar,2014,mar/2014,RASTRO,1370,6783,8153,201403
mar,2014,mar/2014,REY NAYAR,670,3737,4407,201403
mar,2014,mar/2014,SAN ANTONIO,8295,10649,18944,201403
mar,2014,mar/2014,TALPITA,1425,11347,12772,201403
mar,2014,mar/2014,TIJUANITA,9295,11810,21105,201403
mar,2014,mar/2014,TIRO AL BLANCO,635,1055,1690,201403
mar,2014,mar/2014,UNIDAD DEPORTIVA,545,1519,2064,201403
abr,2014,abr/2014,ACHOTA,3480,7252,10732,201404
abr,2014,abr/2014,BENITO JUAREZ,355,1155,1510,201404
abr,2014,abr/2014,CAPOMAL,855,1425,2280,201404
abr,2014,abr/2014,CENTRO,12280,12836,25116,201404
abr,2014,abr/2014,CERRO,2425,13686,16111,201404
abr,2014,abr/2014,EMILIO M. GONZALEZ,0,0,0,201404
abr,2014,abr/2014,GUAYABAL,0,0,0,201404
abr,2014,abr/2014,LA LADRILLERA,55,110,165,201404
abr,2014,abr/2014,LA REDONDA,850,690,1540,201404
abr,2014,abr/2014,LINDAVISTA,220,725,945,201404
abr,2014,abr/2014,RASTRO,3090,3965,7055,201404
abr,2014,abr/2014,REY NAYAR,1485,22917,24402,201404
abr,2014,abr/2014,SAN ANTONIO,1695,6503,8198,201404
abr,2014,abr/2014,TALPITA,5755,3831,9586,201404
abr,2014,abr/2014,TIJUANITA,8155,10525,18680,201404
