mes,anio,mes_anio,colonia,consumo,rezago,total,consec_mes
abr,2014,abr/2014,TIRO AL BLANCO,815,6080,6895,201404
abr,2014,abr/2014,UNIDAD DEPORTIVA,1455,4147,5602,201404
may,2014,may/2014,ACHOTA,3435,13501,16936,201405
may,2014,may/2014,BENITO JUAREZ,405,7504,7909,201405
may,2014,may/2014,CAPOMAL,265,4192,4457,201405
may,2014,may/2014,CENTRO,7025,23382,30407,201405
may,2014,may/2014,CERRO,2630,28429,31059,201405
may,2014,may/2014,EMILIO M. GONZALEZ,0,0,0,201405
may,2014,may/2014,GUAYABAL,0,0,0,201405
may,2014,may/2014,LA LADRILLERA,375,2541,2916,201405
may,2014,may/2014,LA REDONDA,1035,2575,3610,201405
may,2014,may/2014,LINDAVISTA,3110,11575.5,14685.5,201405
may,2014,may/2014,RASTRO,500,2213,2713,201405
may,2014,may/2014,REY NAYAR,2135,9649,11784,201405
may,2014,may/2014,SAN ANTONIO,335,1474,1809,201405
may,2014,may/2014,TALPITA,2475,6173,8648,201405
may,2014,may/2014,TIJUANITA,6085,13075,19160,201405
may,2014,may/2014,TIRO AL BLANCO,975,5579,6554,201405
may,2014,may/2014,UNIDAD DEPORTIVA,405,1124,1529,201405
jun,2014,jun/2014,ACHOTA,940,6219,7159,201406
jun,2014,jun/2014,BENITO JUAREZ,375,1052,1427,201406
jun,2014,jun/2014,CAPOMAL,165,1488,1653,201406
jun,2014,jun/2014,CENTRO,1620,11168,12788,201406
jun,2014,jun/2014,CERRO,1285,18243,19528,201406
jun,2014,jun/2014,EMILIO M. GONZALEZ,260,1736,1996,201406
jun,2014,jun/2014,GUAYABAL,65,195,260,201406
jun,2014,jun/2014,LA LADRILLERA,110,220,330,201406
jun,2014,jun/2014,LA REDONDA,670,905,1575,201406
jun,2014,jun/2014,LINDAVISTA,130,850,980,201406
jun,2014,jun/2014,RASTRO,790,1525,2315,201406
jun,2014,jun/2014,REY NAYAR,925,5874,6799,201406
jun,2014,jun/2014,SAN ANTONIO,865,7199,8064,201406
jun,2014,jun/2014,TALPITA,875,8064,8939,201406
jun,2014,jun/2014,TIJUANITA,4980,10870,15850,201406
jun,2014,jun/2014,TIRO AL BLANCO,100,698,798,201406
jun,2014,jun/2014,UNIDAD DEPORTIVA,475,1045,1520,201406
jul,2014,jul/2014,ACHOTA,1365,16988,18353,201407
jul,2014,jul/2014,BENITO JUAREZ,0,0,0,201407
jul,2014,jul/2014,CAPOMAL,35,0,35,201407
jul,2014,jul/2014,CENTRO,1175,20588,21763,201407
jul,2014,jul/2014,CERRO,545,10488,11033,201407
jul,2014,jul/2014,EMILIO M. GONZALEZ,0,0,0,201407
jul,2014,jul/2014,GUAYABAL,55,2091,2146,201407
jul,2014,jul/2014,LA LADRILLERA,230,18085,18315,201407
jul,2014,jul/2014,LA REDONDA,120,1021,1141,201407
jul,2014,jul/2014,LINDAVISTA,0,565,565,201407
jul,2014,jul/2014,RASTRO,70,365,435,201407
jul,2014,jul/2014,REY NAYAR,530,25701,26231,201407
jul,2014,jul/2014,SAN ANTONIO,1175,19410,20585,201407
jul,2014,jul/2014,TALPITA,660,9369,10029,201407
jul,2014,jul/2014,TIJUANITA,2845,4792.5,7637.5,201407
jul,2014,jul/2014,TIRO AL BLANCO,165,930,1095,201407
jul,2014,jul/2014,UNIDAD DEPORTIVA,285,705,990,201407
ago,2014,ago/2014,ACHOTA,675,8225,8900,201408
ago,2014,ago/2014,BENITO JUAREZ,65,260,325,201408
ago,2014,ago/2014,CAPOMAL,210,245,455,201408
ago,2014,ago/2014,CENTRO,850,16106,16956,201408
ago,2014,ago/2014,CERRO,925,23786,24711,201408
ago,2014,ago/2014,EMILIO M. GONZALEZ,0,0,0,201408
ago,2014,ago/2014,GUAYABAL,0,0,0,201408
ago,2014,ago/2014,LA LADRILLERA,0,1072,1072,201408
ago,2014,ago/2014,LA REDONDA,605,11186,11791,201408
ago,2014,ago/2014,LINDAVISTA,130,395,525,201408
ago,2014,ago/2014,RASTRO,135,685,820,201408
ago,2014,ago/2014,REY NAYAR,825,16190,17015,201408
ago,2014,ago/2014,SAN ANTONIO,1420,12006,13426,201408
ago,2014,ago/2014,TALPITA,415,15140,15555,201408
ago,2014,ago/2014,TIJUANITA,2765,7570,10335,201408
ago,2014,ago/2014,TIRO AL BLANCO,375,13296,13671,201408
ago,2014,ago/2014,UNIDAD DEPORTIVA,420,10823,11243,201408
sep,2014,sep/2014,ACHOTA,1730,38984,40714,201409
sep,2014,sep/2014,BENITO JUAREZ,35,990,1025,201409
sep,2014,sep/2014,CAPOMAL,100,260,360,201409
sep,2014,sep/2014,CENTRO,3505,93904.3,97409.3,201409
sep,2014,sep/2014,CERRO,1555,42635.2,44190.2,201409
sep,2014,sep/2014,EMILIO M. GONZALEZ,65,5623,5688,201409
sep,2014,sep/2014,GUAYABAL,0,0,0,201409
sep,2014,sep/2014,LA LADRILLERA,290,11909,12199,201409
sep,2014,sep/2014,LA REDONDA,400,11755,12155,201409
sep,2014,sep/2014,LINDAVISTA,1270,17370,18640,201409
sep,2014,sep/2014,RASTRO,235,11531,11766,201409
sep,2014,sep/2014,REY NAYAR,1085,20776.5,21861.5,201409
sep,2014,sep/2014,SAN ANTONIO,1330,39622,40952,201409
sep,2014,sep/2014,TALPITA,1075,47511,48586,201409
sep,2014,sep/2014,TIJUANITA,1195,5090,6285,201409
sep,2014,sep/2014,TIRO AL BLANCO,435,12019,12454,201409
sep,2014,sep/2014,UNIDAD DEPORTIVA,360,12599,12959,201409
oct,2014,oct/2014,ACHOTA,550,4904.5,5454.5,201410
oct,2014,oct/2014,BENITO JUAREZ,70,2677,2747,201410
oct,2014,oct/2014,CAPOMAL,230,2280,2510,201410
oct,2014,oct/2014,CENTRO,2300,20123,22423,201410
oct,2014,oct/2014,CERRO,515,2303,2818,201410
oct,2014,oct/2014,EMILIO M. GONZALEZ,0,130,130,201410
oct,2014,oct/2014,GUAYABAL,0,130,130,201410
oct,2014,oct/2014,LA LADRILLERA,0,1313,1313,201410
oct,2014,oct/2014,LA REDONDA,390,5421,5811,201410
oct,2014,oct/2014,LINDAVISTA,0,2133.5,2133.5,201410
oct,2014,oct/2014,RASTRO,0,1401,1401,201410
oct,2014,oct/2014,REY NAYAR,490,5149,5639,201410
oct,2014,oct/2014,SAN ANTONIO,235,2375,2610,201410
oct,2014,oct/2014,TALPITA,305,3801,4106,201410
oct,2014,oct/2014,TIJUANITA,1660,9795,11455,201410
oct,2014,oct/2014,TIRO AL BLANCO,65,1008,1073,201410
oct,2014,oct/2014,UNIDAD DEPORTIVA,190,670,860,201410
nov,2014,nov/2014,ACHOTA,945,3898.5,4843.5,201411
nov,2014,nov/2014,BENITO JUAREZ,0,930,930,201411
nov,2014,nov/2014,CAPOMAL,35,88,123,201411
nov,2014,nov/2014,CENTRO,1075,6006.75,7081.75,201411
nov,2014,nov/2014,CERRO,260,7548.5,7808.5,201411
nov,2014,nov/2014,EMILIO M. GONZALEZ,0,0,0,201411
nov,2014,nov/2014,GUAYABAL,0,0,0,201411
nov,2014,nov/2014,LA LADRILLERA,55,320,375,201411
nov,2014,nov/2014,LA REDONDA,165,1433,1598,201411
nov,2014,nov/2014,LINDAVISTA,0,600.5,600.5,201411
nov,2014,nov/2014,RASTRO,160,4304,4464,201411
nov,2014,nov/2014,REY NAYAR,300,1726,2026,201411
nov,2014,nov/2014,SAN ANTONIO,475,1157,1632,201411
nov,2014,nov/2014,TALPITA,180,1302,1482,201411
nov,2014,nov/2014,TIJUANITA,1000,4070,5070,201411
nov,2014,nov/2014,TIRO AL BLANCO,105,882,987,201411
nov,2014,nov/2014,UNIDAD DEPORTIVA,310,375,685,201411
dic,2014,dic/2014,ACHOTA,320,5468.5,5788.5,201412
dic,2014,dic/2014,BENITO JUAREZ,100,1879,1979,201412
dic,2014,dic/2014,CAPOMAL,135,360,495,201412
dic,2014,dic/2014,CENTRO,1955,16290,18245,201412
dic,2014,dic/2014,CERRO,1180,8764,9944,201412
dic,2014,dic/2014,EMILIO M. GONZALEZ,485,325,810,201412
dic,2014,dic/2014,GUAYABAL,0,65,65,201412
dic,2014,dic/2014,LA LADRILLERA,35,1025,1060,201412
dic,2014,dic/2014,LA REDONDA,345,3976,4321,201412
dic,2014,dic/2014,LINDAVISTA,200,3889.5,4089.5,201412
dic,2014,dic/2014,RASTRO,165,4273,4438,201412
dic,2014,dic/2014,REY NAYAR,1170,2904,4074,201412
dic,2014,dic/2014,SAN ANTONIO,265,2237,2502,201412
dic,2014,dic/2014,TALPITA,550,5003,5553,201412
dic,2014,dic/2014,TIJUANITA,2545,9847.5,12392.5,201412
dic,2014,dic/2014,TIRO AL BLANCO,165,2861,3026,201412
dic,2014,dic/2014,UNIDAD DEPORTIVA,255,1660,1915,201412
ene,2015,ene/2015,ACHOTA,55364.9,302736.55,358101.45,201501
ene,2015,ene/2015,BENITO JUAREZ,8637.1,86127,94764.1,201501
ene,2015,ene/2015,CAPOMAL,7959.7,55537.2,63496.9,201501
ene,2015,ene/2015,CENTRO,190953.9,800132.8,991086.7,201501
ene,2015,ene/2015,CERRO,42829.8,289855.4,332685.2,201501
ene,2015,ene/2015,EMILIO M. GONZALEZ,4635.4,47077,51712.4,201501
ene,2015,ene/2015,GUAYABAL,349.4,13307,13656.4,201501
ene,2015,ene/2015,LA LADRILLERA,1774,46476,48250,201501
ene,2015,ene/2015,LA REDONDA,26682,168838.5,195520.5,201501
ene,2015,ene/2015,LINDAVISTA,20318.9,194080.2,214399.1,201501
ene,2015,ene/2015,RASTRO,27032.4,158409,185441.4,201501
ene,2015,ene/2015,REY NAYAR,29966.6,148892.5,178859.1,201501
ene,2015,ene/2015,SAN ANTONIO,38334.2,128842.3,167176.5,201501
ene,2015,ene/2015,TALPITA,42628.2,166445,209073.2,201501
ene,2015,ene/2015,TIJUANITA,32714.7,90359.6,123074.3,201501
ene,2015,ene/2015,TIRO AL BLANCO,17925.5,118032.8,135958.3,201501
ene,2015,ene/2015,UNIDAD DEPORTIVA,10416.5,52716.2,63132.7,201501
feb,2015,feb/2015,ACHOTA,12021.7,52193.5,64215.2,201502
feb,2015,feb/2015,BENITO JUAREZ,1279.4,17796.2,19075.6,201502
feb,2015,feb/2015,CAPOMAL,3278.1,15342.1,18620.2,201502
feb,2015,feb/2015,CENTRO,35828,111630,147458,201502
feb,2015,feb/2015,CERRO,11212.8,31380.3,42593.1,201502
feb,2015,feb/2015,EMILIO M. GONZALEZ,184.5,36.9,221.4,201502
feb,2015,feb/2015,GUAYABAL,243.6,3236.7,3480.3,201502
feb,2015,feb/2015,LA LADRILLERA,697.6,15757.2,16454.8,201502
feb,2015,feb/2015,LA REDONDA,7900.6,28550.2,36450.8,201502
feb,2015,feb/2015,LINDAVISTA,2510.7,19820.2,22330.9,201502
feb,2015,feb/2015,RASTRO,8618,11557.8,20175.8,201502
feb,2015,feb/2015,REY NAYAR,8321.2,20067.3,28388.5,201502
feb,2015,feb/2015,SAN ANTONIO,7054.1,37960,45014.1,201502
feb,2015,feb/2015,TALPITA,8250,24441.1,32691.1,201502
feb,2015,feb/2015,TIJUANITA,11731.7,16453.8,28185.5,201502
feb,2015,feb/2015,TIRO AL BLANCO,2095.9,31412.3,33508.2,201502
feb,2015,feb/2015,UNIDAD DEPORTIVA,898.4,12534,13432.4,201502
mar,2015,mar/2015,ACHOTA,3377.5,48283.1,51660.6,201503
mar,2015,mar/2015,BENITO JUAREZ,771.5,18146.8,18918.3,201503
mar,2015,mar/2015,CAPOMAL,470.1,5618.7,6088.8,201503
mar,2015,mar/2015,CENTRO,14619.8,131428.95,146048.75,201503
mar,2015,mar/2015,CERRO,3362.4,49456.1,52818.5,201503
mar,2015,mar/2015,EMILIO M. GONZALEZ,105.8,7223.6,7329.4,201503
mar,2015,mar/2015,GUAYABAL,68.9,137.8,206.7,201503
mar,2015,mar/2015,LA LADRILLERA,274.4,6592.1,6866.5,201503
mar,2015,mar/2015,LA REDONDA,4674.7,28976.3,33651,201503
mar,2015,mar/2015,LINDAVISTA,1742.1,30542.9,32285,201503
mar,2015,mar/2015,RASTRO,1831,19909.8,21740.8,201503
mar,2015,mar/2015,REY NAYAR,3943,48965.1,52908.1,201503
mar,2015,mar/2015,SAN ANTONIO,2410.7,31465.6,33876.3,201503
mar,2015,mar/2015,TALPITA,3089.1,35599.9,38689,201503
mar,2015,mar/2015,TIJUANITA,8473.5,44045.4,52518.9,201503
mar,2015,mar/2015,TIRO AL BLANCO,1300.4,20211.2,21511.6,201503
mar,2015,mar/2015,UNIDAD DEPORTIVA,665.8,8806.7,9472.5,201503
abr,2015,abr/2015,ACHOTA,1485.1,2091.4,3576.5,201504
abr,2015,abr/2015,BENITO JUAREZ,676.6,831.7,1508.3,201504
abr,2015,abr/2015,CAPOMAL,232.6,452.5,685.1,201504
abr,2015,abr/2015,CENTRO,6275.9,4257.7,10533.6,201504
abr,2015,abr/2015,CERRO,1626.8,2461.9,4088.7,201504
abr,2015,abr/2015,EMILIO M. GONZALEZ,232.7,465.4,698.1,201504
abr,2015,abr/2015,GUAYABAL,137.8,206.7,344.5,201504
abr,2015,abr/2015,LA LADRILLERA,221.6,502.1,723.7,201504
abr,2015,abr/2015,LA REDONDA,1282.7,3066.4,4349.1,201504
abr,2015,abr/2015,LINDAVISTA,522.9,614,1136.9,201504
abr,2015,abr/2015,RASTRO,749.6,1958.6,2708.2,201504
abr,2015,abr/2015,REY NAYAR,1166.7,1689.4,2856.1,201504
abr,2015,abr/2015,SAN ANTONIO,3346.3,6500.3,9846.6,201504
abr,2015,abr/2015,TALPITA,717.4,1247.7,1965.1,201504
abr,2015,abr/2015,TIJUANITA,4197.4,7294.2,11491.6,201504
abr,2015,abr/2015,TIRO AL BLANCO,957.1,1159.5,2116.6,201504
abr,2015,abr/2015,UNIDAD DEPORTIVA,574.9,866.4,1441.3,201504
may,2015,may/2015,ACHOTA,2644.9,2761.2,5406.1,201505
may,2015,may/2015,BENITO JUAREZ,248.5,689.1,937.6,201505
may,2015,may/2015,CAPOMAL,327.4,505.4,832.8,201505
may,2015,may/2015,CENTRO,4700,6281.5,10981.5,201505
may,2015,may/2015,CERRO,1340.2,2971.1,4311.3,201505
may,2015,may/2015,EMILIO M. GONZALEZ,0,0,0,201505
may,2015,may/2015,GUAYABAL,0,0,0,201505
may,2015,may/2015,LA LADRILLERA,36.9,0,36.9,201505
may,2015,may/2015,LA REDONDA,1086.4,1965.7,3052.1,201505
may,2015,may/2015,LINDAVISTA,211.6,1489.1,1700.7,201505
may,2015,may/2015,RASTRO,1021.1,2041.8,3062.9,201505
may,2015,may/2015,REY NAYAR,1781.8,2838.7,4620.5,201505
may,2015,may/2015,SAN ANTONIO,174.7,36.9,211.6,201505
may,2015,may/2015,TALPITA,1749,1292.4,3041.4,201505
may,2015,may/2015,TIJUANITA,2831.8,4335.55,7167.35,201505
may,2015,may/2015,TIRO AL BLANCO,639.9,894.5,1534.4,201505
may,2015,may/2015,UNIDAD DEPORTIVA,290.5,0,290.5,201505
jun,2015,jun/2015,ACHOTA,2313.8,4019.1,6332.9,201506
jun,2015,jun/2015,BENITO JUAREZ,285.4,280.5,565.9,201506
jun,2015,jun/2015,CAPOMAL,295.4,835.5,1130.9,201506
jun,2015,jun/2015,CENTRO,4100.2,9203.7,13303.9,201506
jun,2015,jun/2015,CERRO,1669.6,3442.7,5112.3,201506
jun,2015,jun/2015,EMILIO M. GONZALEZ,68.9,0,68.9,201506
jun,2015,jun/2015,GUAYABAL,0,0,0,201506
jun,2015,jun/2015,LA LADRILLERA,232.6,126.8,359.4,201506
jun,2015,jun/2015,LA REDONDA,734.7,3278.4,4013.1,201506
jun,2015,jun/2015,LINDAVISTA,629.9,5251.3,5881.2,201506
jun,2015,jun/2015,RASTRO,280.5,822.1,1102.6,201506
jun,2015,jun/2015,REY NAYAR,796.5,680.7,1477.2,201506
jun,2015,jun/2015,SAN ANTONIO,888.2,1802.5,2690.7,201506
jun,2015,jun/2015,TALPITA,950.1,2073.2,3023.3,201506
jun,2015,jun/2015,TIJUANITA,2305.4,9633.5,11938.9,201506
jun,2015,jun/2015,TIRO AL BLANCO,243.6,110.7,354.3,201506
jun,2015,jun/2015,UNIDAD DEPORTIVA,517,680.5,1197.5,201506
jul,2015,jul/2015,ACHOTA,1320.2,766.5,2086.7,201507
jul,2015,jul/2015,BENITO JUAREZ,533.9,954.4,1488.3,201507
jul,2015,jul/2015,CAPOMAL,447.9,759.7,1207.6,201507
jul,2015,jul/2015,CENTRO,7701.9,9528.3,17230.2,201507
jul,2015,jul/2015,CERRO,1251.5,3083.8,4335.3,201507
jul,2015,jul/2015,EMILIO M. GONZALEZ,68.9,137.8,206.7,201507
jul,2015,jul/2015,GUAYABAL,68.9,137.8,206.7,201507
jul,2015,jul/2015,LA LADRILLERA,327.2,492.1,819.3,201507
jul,2015,jul/2015,LA REDONDA,417.1,997.9,1415,201507
jul,2015,jul/2015,LINDAVISTA,163.7,984.4,1148.1,201507
jul,2015,jul/2015,RASTRO,864.2,579,1443.2,201507
jul,2015,jul/2015,REY NAYAR,1117,691.7,1808.7,201507
jul,2015,jul/2015,SAN ANTONIO,760.5,1444.6,2205.1,201507
jul,2015,jul/2015,TALPITA,1018.2,3235.6,4253.8,201507
jul,2015,jul/2015,TIJUANITA,1653.3,4814.3,6467.6,201507
jul,2015,jul/2015,TIRO AL BLANCO,469.9,708.6,1178.5,201507
jul,2015,jul/2015,UNIDAD DEPORTIVA,464.2,1080.1,1544.3,201507
ago,2015,ago/2015,ACHOTA,1979.3,4225,6204.3,201508
ago,2015,ago/2015,BENITO JUAREZ,327.2,533.9,861.1,201508
ago,2015,ago/2015,CAPOMAL,375.3,1439.8,1815.1,201508
ago,2015,ago/2015,CENTRO,5720,16091.3,21811.3,201508
ago,2015,ago/2015,CERRO,2031.9,4617.8,6649.7,201508
ago,2015,ago/2015,EMILIO M. GONZALEZ,137.8,543.4,681.2,201508
ago,2015,ago/2015,GUAYABAL,0,0,0,201508
ago,2015,ago/2015,LA LADRILLERA,163.7,126.8,290.5,201508
ago,2015,ago/2015,LA REDONDA,903.3,4753.3,5656.6,201508
ago,2015,ago/2015,LINDAVISTA,206.7,1033.5,1240.2,201508
ago,2015,ago/2015,RASTRO,412.2,1622.2,2034.4,201508
ago,2015,ago/2015,REY NAYAR,1091.9,7942.4,9034.3,201508
ago,2015,ago/2015,SAN ANTONIO,1162.1,1318.3,2480.4,201508
ago,2015,ago/2015,TALPITA,600.8,2958.9,3559.7,201508
ago,2015,ago/2015,TIJUANITA,4369.8,14702,19071.8,201508
ago,2015,ago/2015,TIRO AL BLANCO,275.6,2272.4,2548,201508
ago,2015,ago/2015,UNIDAD DEPORTIVA,722.7,845.6,1568.3,201508
sep,2015,sep/2015,ACHOTA,1187.7,5552.4,6740.1,201509
sep,2015,sep/2015,BENITO JUAREZ,607.7,3500.1,4107.8,201509
sep,2015,sep/2015,CAPOMAL,406.1,3830,4236.1,201509
sep,2015,sep/2015,CENTRO,4629.6,25819.9,30449.5,201509
sep,2015,sep/2015,CERRO,1160.8,8947.6,10108.4,201509
sep,2015,sep/2015,EMILIO M. GONZALEZ,0,0,0,201509
sep,2015,sep/2015,GUAYABAL,0,0,0,201509
sep,2015,sep/2015,LA LADRILLERA,163.7,988,1151.7,201509
sep,2015,sep/2015,LA REDONDA,1028.9,6137.8,7166.7,201509
sep,2015,sep/2015,LINDAVISTA,275.6,5378.3,5653.9,201509
sep,2015,sep/2015,RASTRO,332.3,481.1,813.4,201509
sep,2015,sep/2015,REY NAYAR,1376.3,11211.8,12588.1,201509
sep,2015,sep/2015,SAN ANTONIO,814.4,4341,5155.4,201509
sep,2015,sep/2015,TALPITA,532.9,2768.8,3301.7,201509
sep,2015,sep/2015,TIJUANITA,2851.7,17731,20582.7,201509
sep,2015,sep/2015,TIRO AL BLANCO,280.5,2046.6,2327.1,201509
sep,2015,sep/2015,UNIDAD DEPORTIVA,348.4,327.4,675.8,201509
oct,2015,oct/2015,ACHOTA,2027,5249.7,7276.7,201510
oct,2015,oct/2015,BENITO JUAREZ,285.4,1120.8,1406.2,201510
oct,2015,oct/2015,CAPOMAL,174.7,958.2,1132.9,201510
oct,2015,oct/2015,CENTRO,4163.9,12686.5,16850.4,201510
oct,2015,oct/2015,CERRO,585.7,3556,4141.7,201510
oct,2015,oct/2015,EMILIO M. GONZALEZ,147.6,332.1,479.7,201510
oct,2015,oct/2015,GUAYABAL,68.9,1400.1,1469,201510
oct,2015,oct/2015,LA LADRILLERA,269.5,1976.4,2245.9,201510
oct,2015,oct/2015,LA REDONDA,455.2,2741.2,3196.4,201510
oct,2015,oct/2015,LINDAVISTA,423.2,2978.3,3401.5,201510
oct,2015,oct/2015,RASTRO,126.8,574.7,701.5,201510
oct,2015,oct/2015,REY NAYAR,433,3263.1,3696.1,201510
oct,2015,oct/2015,SAN ANTONIO,417.1,7014.7,7431.8,201510
oct,2015,oct/2015,TALPITA,711.5,5384.1,6095.6,201510
oct,2015,oct/2015,TIJUANITA,2869,14863.9,17732.9,201510
oct,2015,oct/2015,TIRO AL BLANCO,551.2,1594.5,2145.7,201510
oct,2015,oct/2015,UNIDAD DEPORTIVA,925.3,3427.6,4352.9,201510
nov,2015,nov/2015,ACHOTA,850.3,3156.6,4006.9,201511
nov,2015,nov/2015,BENITO JUAREZ,396.1,7157.5,7553.6,201511
nov,2015,nov/2015,CAPOMAL,57.9,1244,1301.9,201511
nov,2015,nov/2015,CENTRO,2168.2,5383.4,7551.6,201511
nov,2015,nov/2015,CERRO,1160.9,4812.6,5973.5,201511
nov,2015,nov/2015,EMILIO M. GONZALEZ,0,0,0,201511
nov,2015,nov/2015,GUAYABAL,0,647.6,647.6,201511
nov,2015,nov/2015,LA LADRILLERA,142.7,519.2,661.9,201511
nov,2015,nov/2015,LA REDONDA,595.7,692.8,1288.5,201511
nov,2015,nov/2015,LINDAVISTA,174.7,2112.7,2287.4,201511
nov,2015,nov/2015,RASTRO,0,258.5,258.5,201511
nov,2015,nov/2015,REY NAYAR,664.8,5910.5,6575.3,201511
nov,2015,nov/2015,SAN ANTONIO,433.2,1438.6,1871.8,201511
nov,2015,nov/2015,TALPITA,428.1,3903.1,4331.2,201511
nov,2015,nov/2015,TIJUANITA,1951.1,7643.6,9594.7,201511
nov,2015,nov/2015,TIRO AL BLANCO,242.4,1703.5,1945.9,201511
nov,2015,nov/2015,UNIDAD DEPORTIVA,359.4,751.8,1111.2,201511
dic,2015,dic/2015,ACHOTA,11021.4,15152.8,26174.2,201512
dic,2015,dic/2015,BENITO JUAREZ,2029.8,1921.7,3951.5,201512
dic,2015,dic/2015,CAPOMAL,2028.8,1215.8,3244.6,201512
dic,2015,dic/2015,CENTRO,68342.3,41659.3,110001.6,201512
dic,2015,dic/2015,CERRO,14801.1,14219.4,29020.5,201512
dic,2015,dic/2015,EMILIO M. GONZALEZ,4920.6,2359.5,7280.1,201512
dic,2015,dic/2015,GUAYABAL,0,986.3,986.3,201512
dic,2015,dic/2015,LA LADRILLERA,332.3,906.8,1239.1,201512
dic,2015,dic/2015,LA REDONDA,7263.9,4169.1,11433,201512
dic,2015,dic/2015,LINDAVISTA,5829.3,7666.45,13495.75,201512
dic,2015,dic/2015,RASTRO,5615.8,7896.7,13512.5,201512
dic,2015,dic/2015,REY NAYAR,11793.4,4402.8,16196.2,201512
dic,2015,dic/2015,SAN ANTONIO,11426.7,4176.1,15602.8,201512
